Date,Open,High,Low,Close,Adj Close,Volume
2011-12-01,52.75,54.84000015258789,50.04999923706055,54.09000015258789,54.09000015258789,1692547
2012-03-01,54.0099983215332,57.45000076293945,48.54999923706055,49.20000076293945,49.20000076293945,2690283
2012-06-01,49.310001373291016,57.16999816894531,47.7599983215332,56.41999816894531,56.41999816894531,1943196
2012-09-01,57.34000015258789,57.779998779296875,46.52000045776367,49.40999984741211,49.40999984741211,2062675
2012-12-01,49.45000076293945,53.56999969482422,47.529998779296875,48.81999969482422,48.81999969482422,2015047
2013-03-01,48.849998474121094,51.029998779296875,48.0,48.380001068115234,48.380001068115234,2011704
2013-06-01,48.29999923706055,49.59000015258789,41.400001525878906,43.88999938964844,43.88999938964844,1390972
2014-03-01,41.900001525878906,44.70000076293945,38.36000061035156,38.5,38.5,1832435
2014-09-01,32.0,34.95000076293945,31.34000015258789,32.18000030517578,32.18000030517578,1871818
2014-12-01,32.099998474121094,33.709999084472656,29.31999969482422,32.79999923706055,32.79999923706055,2084921
2015-06-01,33.45000076293945,35.290000915527344,25.3799991607666,27.920000076293945,27.920000076293945,1972222
2015-09-01,27.670000076293945,29.479999542236328,25.979999542236328,29.100000381469727,29.100000381469727,2128888
2015-12-01,29.360000610351562,32.20000076293945,28.950000762939453,30.639999389648438,30.639999389648438,2137270
2016-03-01,30.729999542236328,35.13999938964844,29.969999313354492,31.81999969482422,31.81999969482422,2720014
2016-06-01,31.780000686645508,34.40999984741211,29.280000686645508,32.470001220703125,32.470001220703125,1694800
2016-09-01,32.279998779296875,37.34000015258789,31.469999313354492,36.790000915527344,36.790000915527344,2390375
2016-12-01,36.790000915527344,38.11000061035156,32.06999969482422,33.689998626708984,33.689998626708984,2268572
2017-03-01,33.560001373291016,34.4900016784668,30.860000610351562,31.34000015258789,31.34000015258789,2659253
2017-06-01,31.399999618530273,35.15999984741211,30.889999389648438,34.709999084472656,34.709999084472656,1899553
2017-09-01,34.72999954223633,35.599998474121094,32.119998931884766,33.75,33.75,2186302
2017-12-01,33.86000061035156,33.939998626708984,31.399999618530273,31.959999084472656,31.959999084472656,2520810
2018-03-01,32.040000915527344,32.72999954223633,29.950000762939453,31.1200008392334,31.1200008392334,2647499
2018-06-01,31.139999389648438,31.5,27.56999969482422,28.3700008392334,28.3700008392334,1902353
2018-09-01,28.399999618530273,29.8799991607666,26.8799991607666,27.81999969482422,27.81999969482422,2099313
2018-12-01,28.190000534057617,31.010000228881836,27.270000457763672,29.959999084472656,29.959999084472656,2226895
2019-03-01,29.959999084472656,30.31999969482422,26.110000610351562,27.59000015258789,27.59000015258789,2620474
2019-06-01,27.59000015258789,29.639999389648438,26.93000030517578,28.639999389648438,28.639999389648438,1761067
2020-06-01,27.360000610351562,34.220001220703125,26.889999389648438,32.959999084472656,32.959999084472656,1647165
2020-09-01,33.0,39.31999969482422,31.809999465942383,37.880001068115234,37.880001068115234,2039174
2020-12-01,38.0099983215332,52.130001068115234,36.83000183105469,51.34000015258789,51.34000015258789,2075229
2021-03-01,51.75,72.31999969482422,50.220001220703125,65.79000091552734,65.79000091552734,2150395
2021-06-01,66.12999725341797,73.73999786376953,55.4900016784668,59.36000061035156,59.36000061035156,1533757
2021-09-01,59.59000015258789,65.0,54.27000045776367,55.11000061035156,55.11000061035156,1599036
2021-12-01,55.349998474121094,74.72000122070312,51.0,72.88999938964844,72.88999938964844,1759903
2022-03-01,73.72000122070312,91.4000015258789,68.83999633789062,77.91999816894531,77.91999816894531,1733581
2022-06-01,78.12999725341797,83.44000244140625,57.650001525878906,72.73999786376953,72.73999786376953,1297618
2022-09-01,73.19999694824219,78.63999938964844,64.16000366210938,75.2300033569336,75.2300033569336,1744827
2022-12-01,74.5,74.5,58.43000030517578,59.75,59.75,1902956
2023-03-01,60.130001068115234,61.38999938964844,51.279998779296875,53.65999984741211,53.65999984741211,1371264
2023-04-17,53.81999969482422,54.84000015258789,53.47999954223633,54.61000061035156,54.61000061035156,57730
