Date,Open,High,Low,Close,Adj Close,Volume
2011-01-01,4.492000102996826,4.879000186920166,3.7309999465942383,4.388999938964844,4.388999938964844,8089560
2011-04-01,4.40500020980835,4.982999801635742,3.990000009536743,4.374000072479248,4.374000072479248,7985928
2011-07-01,4.372000217437744,4.611999988555908,3.6619999408721924,3.6659998893737793,3.6659998893737793,7358101
2011-10-01,3.6429998874664307,3.9779999256134033,2.9570000171661377,2.989000082015991,2.989000082015991,7749305
2012-10-01,3.325000047683716,3.933000087738037,3.260999917984009,3.3510000705718994,3.3510000705718994,8648446
2013-01-01,3.3480000495910645,4.120999813079834,3.049999952316284,4.02400016784668,4.02400016784668,8332034
2013-04-01,3.9690001010894775,4.443999767303467,3.5260000228881836,3.565000057220459,3.565000057220459,8857696
2013-07-01,3.546999931335449,3.8350000381469727,3.128999948501587,3.559999942779541,3.559999942779541,7146301
2013-10-01,3.556999921798706,4.5320000648498535,3.378999948501587,4.230000019073486,4.230000019073486,8133537
2014-01-01,4.23199987411499,6.493000030517578,3.953000068664551,4.370999813079834,4.370999813079834,9014443
2014-04-01,4.367000102996826,4.886000156402588,4.2210001945495605,4.460999965667725,4.460999965667725,6343583
2014-07-01,4.447000026702881,4.48799991607666,3.7239999771118164,4.120999813079834,4.120999813079834,6299141
2014-10-01,4.130000114440918,4.544000148773193,2.881999969482422,2.8889999389648438,2.8889999389648438,8342798
2015-01-01,2.8450000286102295,3.3519999980926514,2.566999912261963,2.640000104904175,2.640000104904175,7805263
2015-04-01,2.63700008392334,3.1050000190734863,2.443000078201294,2.8320000171661377,2.8320000171661377,8180495
2015-07-01,2.815999984741211,2.9509999752044678,2.510999917984009,2.5239999294281006,2.5239999294281006,7764249
2015-10-01,2.5220000743865967,2.578000068664551,1.684000015258789,2.3369998931884766,2.3369998931884766,8854361
2016-01-01,2.365999937057495,2.494999885559082,1.6109999418258667,1.9589999914169312,1.9589999914169312,8278892
2016-04-01,1.9630000591278076,2.9739999771118164,1.871999979019165,2.9240000247955322,2.9240000247955322,9259024
2016-07-01,2.930999994277954,3.0980000495910645,2.5230000019073486,2.9059998989105225,2.9059998989105225,8360506
2016-10-01,2.9049999713897705,3.99399995803833,2.5460000038146973,3.7239999771118164,3.7239999771118164,10076831
2017-04-01,3.2170000076293945,3.430999994277954,2.8550000190734863,3.0350000858306885,3.0350000858306885,9404163
2017-07-01,2.9489998817443848,3.1659998893737793,2.753000020980835,3.006999969482422,3.006999969482422,9226237
2018-01-01,3.0299999713897705,3.6610000133514404,2.5299999713897705,2.7330000400543213,2.7330000400543213,11520769
2018-10-01,3.006999969482422,4.928999900817871,2.930000066757202,2.940000057220459,2.940000057220459,11742776
2019-01-01,2.9210000038146973,3.7219998836517334,2.5429999828338623,2.6619999408721924,2.6619999408721924,7302655
2019-04-01,2.6630001068115234,2.7330000400543213,2.1589999198913574,2.308000087738037,2.308000087738037,7854588
2019-07-01,2.3299999237060547,2.7100000381469727,2.0290000438690186,2.3299999237060547,2.3299999237060547,10326428
2019-10-01,2.325000047683716,2.9049999713897705,2.138000011444092,2.188999891281128,2.188999891281128,12286376
2020-01-01,2.184000015258789,2.255000114440918,1.5190000534057617,1.6399999856948853,1.6399999856948853,12162356
2020-04-01,1.6430000066757202,2.1619999408721924,1.4320000410079956,1.7510000467300415,1.7510000467300415,11033446
2020-07-01,1.753999948501587,2.7890000343322754,1.6050000190734863,2.5269999504089355,2.5269999504089355,9886079
2020-10-01,2.549999952316284,3.3959999084472656,2.23799991607666,2.5390000343322754,2.5390000343322754,8952785
2021-01-01,2.625999927520752,3.315999984741211,2.4140000343322754,2.6080000400543213,2.6080000400543213,8249592
2021-04-01,2.6050000190734863,3.813999891281128,2.453000068664551,3.6500000953674316,3.6500000953674316,7311211
2021-07-01,3.746000051498413,6.28000020980835,3.5199999809265137,5.867000102996826,5.867000102996826,9069468
2021-10-01,5.974999904632568,6.466000080108643,3.5360000133514404,3.7300000190734863,3.7300000190734863,9047660
2022-01-01,3.7019999027252197,7.3460001945495605,3.638000011444092,5.642000198364258,5.642000198364258,7752166
2022-04-01,5.626999855041504,9.663999557495117,5.35699987411499,5.423999786376953,5.423999786376953,8359238
2022-07-01,5.701000213623047,10.027999877929688,5.324999809265137,6.765999794006348,6.765999794006348,6091881
2022-10-01,6.800000190734863,7.604000091552734,4.377999782562256,4.474999904632568,4.474999904632568,6823983
2023-04-01,2.0850000381469727,2.246999979019165,1.9459999799728394,2.114000082015991,2.114000082015991,1643366
