Date,Open,High,Low,Close,Adj Close,Volume
2011-12-01,99.69999694824219,109.94999694824219,95.44000244140625,107.06999969482422,107.06999969482422,11536174
2012-03-01,106.81999969482422,110.55000305175781,85.86000061035156,86.52999877929688,86.52999877929688,16713943
2012-06-01,86.44000244140625,98.29000091552734,77.27999877929688,96.47000122070312,96.47000122070312,17085835
2012-09-01,96.37999725341797,100.41999816894531,84.05000305175781,88.91000366210938,88.91000366210938,15437793
2012-12-01,88.8499984741211,98.23999786376953,85.20999908447266,92.05000305175781,92.05000305175781,12791085
2013-03-01,91.76000213623047,97.80000305175781,85.61000061035156,91.97000122070312,91.97000122070312,15985072
2013-06-01,91.7300033569336,112.23999786376953,91.26000213623047,107.6500015258789,107.6500015258789,16537835
2014-03-01,103.0,105.22000122070312,97.37000274658203,102.70999908447266,102.70999908447266,14377395
2014-09-01,95.80999755859375,95.91000366210938,65.69000244140625,66.1500015258789,66.1500015258789,19267194
2014-12-01,66.0,69.54000091552734,43.58000183105469,49.7599983215332,49.7599983215332,23417517
2015-06-01,60.290000915527344,61.81999969482422,37.75,49.20000076293945,49.20000076293945,22766001
2015-09-01,48.099998474121094,50.91999816894531,38.9900016784668,41.650001525878906,41.650001525878906,25189946
2015-12-01,41.72999954223633,42.22999954223633,26.049999237060547,33.75,33.75,31980040
2016-03-01,33.900001525878906,50.209999084472656,33.369998931884766,49.099998474121094,49.099998474121094,35422582
2016-06-01,48.81999969482422,51.66999816894531,39.189998626708984,44.70000076293945,44.70000076293945,32783293
2016-09-01,44.849998474121094,51.93000030517578,42.20000076293945,49.439998626708984,49.439998626708984,38505013
2016-12-01,49.06999969482422,55.2400016784668,48.97999954223633,54.0099983215332,54.0099983215332,31427826
2017-03-01,53.95000076293945,54.439998626708984,43.7599983215332,48.31999969482422,48.31999969482422,38273060
2017-06-01,48.630001068115234,50.43000030517578,42.04999923706055,47.22999954223633,47.22999954223633,49334042
2017-09-01,47.08000183105469,59.04999923706055,46.560001373291016,57.400001525878906,57.400001525878906,38512461
2017-12-01,57.41999816894531,66.66000366210938,55.81999969482422,61.63999938964844,61.63999938964844,35961279
2018-03-01,61.54999923706055,72.83000183105469,59.95000076293945,67.04000091552734,67.04000091552734,42186701
2018-06-01,67.06999969482422,75.2699966430664,63.59000015258789,69.80000305175781,69.80000305175781,35844624
2018-09-01,70.12000274658203,76.9000015258789,49.40999984741211,50.93000030517578,50.93000030517578,39979770
2018-12-01,52.45000076293945,57.810001373291016,42.36000061035156,57.220001220703125,57.220001220703125,39065595
2019-03-01,57.220001220703125,66.5999984741211,53.04999923706055,53.5,53.5,43646109
2019-06-01,53.41999816894531,60.939998626708984,50.52000045776367,55.099998474121094,55.099998474121094,40336776
2020-06-01,35.209999084472656,43.779998779296875,34.27000045776367,42.61000061035156,42.61000061035156,21796318
2020-09-01,42.83000183105469,46.2599983215332,33.63999938964844,45.34000015258789,45.34000015258789,21986308
2020-12-01,45.08000183105469,63.810001373291016,43.91999816894531,61.5,61.5,22298763
2021-03-01,61.95000076293945,67.9800033569336,57.25,66.31999969482422,66.31999969482422,26607318
2021-06-01,66.68000030517578,76.9800033569336,61.7400016784668,68.5,68.5,25176437
2021-09-01,68.55000305175781,85.41000366210938,64.43000030517578,66.18000030517578,66.18000030517578,28191344
2021-12-01,67.01000213623047,100.54000091552734,62.43000030517578,95.72000122070312,95.72000122070312,25347112
2022-03-01,96.08999633789062,130.5,92.93000030517578,114.66999816894531,114.66999816894531,20327704
2022-06-01,115.4000015258789,123.68000030517578,85.7300033569336,89.55000305175781,89.55000305175781,20030102
2022-09-01,88.83000183105469,93.73999786376953,73.5999984741211,80.55000305175781,80.55000305175781,18122480
2022-12-01,80.4000015258789,83.33999633789062,70.08000183105469,77.05000305175781,77.05000305175781,17800695
2023-03-01,76.8499984741211,83.52999877929688,64.12000274658203,82.5199966430664,82.5199966430664,10357584
2023-04-17,81.0,81.05000305175781,80.83000183105469,80.83999633789062,80.83999633789062,850
